/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Cuboid,803,0,1,1,1,0,StartCuboid,38.42407,304.8826,65.39022,82.31632,35.92089,180.0002,0.63,1.207535,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,804,0,1,1,1,0,StartCuboid,-750.1531,283.5187,-2.115309,69.55727,128.2469,180,0.63,1.207535,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,805,0,1,1,1,0,StartCuboid,-24.72886,314.3327,78.48426,75.84179,350.495,-3.665008E-05,0.63,1.207532,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,806,0,1,1,1,0,StartCuboid,44.8613,308.2443,82.14526,77.18069,5.862223,179.9999,0.63,1.207532,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,807,0,1,1,1,0,StartCuboid,-738.3456,292.612,61.3429,62.8718,79.31361,1.123428E-05,0.63,1.207532,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,808,0,1,1,1,0,StartCuboid,-734.8055,291.0768,-8.50245,63.24006,96.14796,179.9999,0.63,1.207532,3.96,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,809,0,1,1,1,0,StartCuboid,132.8421,292.0569,-455.118,85.00696,266.9887,0.0001177126,0.63,1.161325,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,810,0,1,1,1,0,StartCuboid,134.5583,291.3127,-488.9771,85.00696,266.9887,0.0001177126,0.63,1.161306,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,811,0,1,1,1,0,StartCuboid,283.7034,288.9384,128.8552,88.74258,357.0982,-0.0002382695,0.63,1.051525,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,812,0,1,1,1,0,StartCuboid,249.968,291.8899,127.0805,88.74258,357.0982,179.9998,0.63,1.051525,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,813,0,1,1,1,0,StartCuboid,258.8714,343.4625,311.1313,85.27275,304.6227,0.0003315012,0.63,0.968322,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,814,0,1,1,1,0,StartCuboid,161.0128,288.3388,-525.2645,85.96371,319.6608,179.9989,0.63,0.968322,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,815,0,1,1,1,0,StartCuboid,58.60569,360.9835,300.5957,86.80757,229.4304,-0.0007358701,0.63,0.9682044,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,816,0,1,1,1,0,StartCuboid,-151.7078,276.126,537.1554,85.27283,304.6276,-0.0002071961,0.63,0.9682044,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,817,0,1,1,1,0,StartCuboid,-203.0779,280.6203,534.4529,86.80775,229.429,-0.0007358962,0.63,0.968175,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,818,0,1,1,1,0,StartCuboid,-234.0486,262.6513,-487.0908,85.96327,319.6559,180.0005,0.63,0.968175,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,819,0,1,1,1,0,StartCuboid,-202.5172,280.5791,534.933,86.80745,229.4302,179.9996,0.63,0.7162659,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,820,0,1,1,1,0,StartCuboid,-207.0443,280.9115,531.0571,86.80745,229.4302,179.9996,0.63,0.7162659,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,821,0,1,1,1,0,StartCuboid,59.16659,360.9423,301.0758,86.80775,229.429,-0.0007358962,0.63,0.7162523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,822,0,1,1,1,0,StartCuboid,54.63969,361.2747,297.1999,86.80775,229.429,-0.0007358962,0.63,0.7162523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,823,0,1,1,1,0,StartCuboid,-234.5261,262.7033,-486.5284,85.96308,319.6525,180.0004,0.63,0.716198,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,824,0,1,1,1,0,StartCuboid,-230.6716,262.2832,-491.0657,85.96308,319.6525,180.0004,0.63,0.716198,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,825,0,1,1,1,0,StartCuboid,284.2244,275.9265,97.31204,51.01089,1.043893,-5.724751E-05,0.63,0.6661351,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,826,0,1,1,1,0,StartCuboid,289.4352,273.6667,-5.49619,51.01089,1.044058,2.120278E-05,0.63,0.6661351,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,827,0,1,1,1,0,StartCuboid,255.6999,276.6182,-7.270938,51.01089,1.044058,180,0.63,0.6661351,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,828,0,1,1,1,0,StartCuboid,250.4891,278.8779,95.53729,51.01089,1.044058,180,0.63,0.6661351,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,829,0,1,1,1,0,StartCuboid,291.8361,272.6256,-52.86339,53.51933,173.2844,179.9999,0.63,0.6661205,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,830,0,1,1,1,0,StartCuboid,286.6252,274.8853,49.94484,53.51933,173.2844,179.9999,0.63,0.6661205,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,831,0,1,1,1,0,StartCuboid,258.1007,275.577,-54.63814,53.51933,173.2844,-7.251777E-05,0.63,0.6661205,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,832,0,1,1,1,0,StartCuboid,252.8899,277.8368,48.1701,53.51933,173.2844,-7.251777E-05,0.63,0.6661205,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,833,0,1,1,1,0,StartCuboid,257.6699,272.8531,-50.97942,53.52045,173.2847,-1.077026E-05,0.63,0.6191159,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,834,0,1,1,1,0,StartCuboid,258.1177,275.6845,-54.78247,53.52045,173.2847,-1.077026E-05,0.63,0.6191159,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,835,0,1,1,1,0,StartCuboid,252.4591,275.1129,51.82881,53.52045,173.2847,-1.077026E-05,0.63,0.6191159,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,836,0,1,1,1,0,StartCuboid,252.9069,277.9443,48.02576,53.52045,173.2847,-1.077026E-05,0.63,0.6191159,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,837,0,1,1,1,0,StartCuboid,-207.6049,280.9527,530.577,86.80757,229.4322,6.132174E-05,0.63,0.5837344,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,838,0,1,1,1,0,StartCuboid,-146.8131,275.6341,533.7751,85.27292,304.6301,-8.2881E-05,0.63,0.5836903,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,839,0,1,1,1,0,StartCuboid,54.07879,361.3159,296.7198,86.80775,229.4279,0.0002146482,0.63,0.5836756,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,840,0,1,1,1,0,StartCuboid,263.7663,342.9706,307.751,85.27312,304.6379,-8.288556E-05,0.63,0.5835874,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,841,0,1,1,1,0,StartCuboid,-230.1942,262.2311,-491.6281,85.96284,319.6466,180,0.63,0.5835874,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,842,0,1,1,1,0,StartCuboid,164.8672,287.9187,-529.8026,85.96294,319.6498,180.0003,0.63,0.5835649,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,843,0,1,1,1,0,StartCuboid,291.3883,269.7941,-49.06034,53.52174,173.2847,180,0.63,0.5721114,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,844,0,1,1,1,0,StartCuboid,286.1774,272.0539,53.74789,53.52174,173.2847,180,0.63,0.5721114,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,845,0,1,1,1,0,StartCuboid,257.6529,272.7456,-50.83509,53.52174,173.2847,-4.990369E-05,0.63,0.5721114,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,846,0,1,1,1,0,StartCuboid,252.4421,275.0053,51.97314,53.52174,173.2847,-4.990369E-05,0.63,0.5721114,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,847,0,1,1,1,0,StartCuboid,284.157,272.9301,93.61098,51.01124,1.043897,-5.207444E-05,0.63,0.5720968,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,848,0,1,1,1,0,StartCuboid,289.3678,270.6703,-9.197259,51.0113,1.043898,-5.131119E-05,0.63,0.5720968,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,849,0,1,1,1,0,StartCuboid,255.6325,273.6218,-10.97201,51.0113,1.043898,180,0.63,0.5720968,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,850,0,1,1,1,0,StartCuboid,250.4216,275.8815,91.83623,51.01124,1.043897,180,0.63,0.5720968,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,851,0,1,1,1,0,StartCuboid,-177.613,277.9418,510.0443,85.21455,259.4593,180.0008,0.63,0.3703262,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,852,0,1,1,1,0,StartCuboid,151.0785,289.6871,-498.4082,88.10235,349.6264,180.0011,0.63,0.3703195,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,853,0,1,1,1,0,StartCuboid,-199.1467,259.8466,-471.0358,84.88526,274.4958,-0.0003447585,0.63,0.3703039,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,854,0,1,1,1,0,StartCuboid,76.57209,358.8825,271.3035,87.9626,214.4458,-0.0001921072,0.63,0.3702925,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,855,0,1,1,1,0,StartCuboid,-166.6171,276.9013,506.1336,85.96405,319.67,180.0003,0.63,0.3702925,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,856,0,1,1,1,0,StartCuboid,243.9616,344.2378,280.1095,85.96455,319.678,179.9999,0.63,0.3702509,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,857,0,1,1,1,0,StartCuboid,-185.1118,278.5193,505.1607,87.96318,214.4384,180.0007,0.63,0.3702509,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,858,0,1,1,1,0,StartCuboid,-258.7085,332.7059,-110.3998,85.96246,319.6418,180.0007,0.63,0.3702193,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,859,0,1,1,1,0,StartCuboid,277.2108,278.4623,-502.6097,86.80868,229.4156,0,0.63,0.3702193,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,860,0,1,1,1,0,StartCuboid,190.2233,286.0727,-507.1859,85.27341,304.6436,0.0001657788,0.63,0.3702193,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,861,0,1,1,1,0,StartCuboid,-278.4375,340.5167,236.2807,86.80868,229.4156,0,0.63,0.3702193,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,862,0,1,1,1,0,StartCuboid,-204.8388,260.3852,-469.0115,85.27341,304.6436,0.0001657788,0.63,0.3702193,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,863,0,1,1,1,0,StartCuboid,-263.6821,333.2057,-106.9659,84.90492,289.5806,179.9998,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,864,0,1,1,1,0,StartCuboid,81.17184,358.5447,275.2417,85.87057,244.4281,179.9994,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,865,0,1,1,1,0,StartCuboid,238.9887,344.7375,283.5442,84.90492,289.5806,179.9998,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,866,0,1,1,1,0,StartCuboid,280.6396,278.2466,-497.6122,89.25349,199.5126,-0.001571799,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,867,0,1,1,1,0,StartCuboid,245.6169,344.0465,277.5442,86.9282,334.6493,179.9986,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,868,0,1,1,1,0,StartCuboid,-275.0088,340.301,241.2782,89.25349,199.5126,-0.001571799,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,869,0,1,1,1,0,StartCuboid,-186.4989,278.5943,502.4353,89.25349,199.5126,179.9984,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,870,0,1,1,1,0,StartCuboid,-180.5126,278.1816,509.0989,85.87057,244.4281,179.9994,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,871,0,1,1,1,0,StartCuboid,-208.7545,260.8121,-464.4004,86.9282,334.6493,-0.001386105,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,872,0,1,1,1,0,StartCuboid,-202.1264,260.1211,-470.4004,84.90492,289.5806,-0.0002307268,0.63,0.3702177,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,873,0,1,1,1,0,StartCuboid,75.18477,358.9574,268.5781,89.25376,199.5074,179.9956,0.63,0.3702111,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,874,0,1,1,1,0,StartCuboid,187.9621,286.3084,-505.1395,85.9625,319.6424,-0.0007032987,0.63,0.3702089,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,875,0,1,1,1,0,StartCuboid,140.5334,290.7864,-488.8646,84.88488,274.5248,179.9999,0.63,0.3702076,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,876,0,1,1,1,0,StartCuboid,-174.5697,277.6756,510.2044,84.88488,274.5248,179.9999,0.63,0.3702076,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,877,0,1,1,1,0,StartCuboid,186.3064,286.4997,-502.5749,86.92846,334.6551,-0.0004142781,0.63,0.3702046,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,878,0,1,1,1,0,StartCuboid,150.1414,289.8209,-495.4992,86.92846,334.6551,179.9996,0.63,0.3702046,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,879,0,1,1,1,0,StartCuboid,-164.9617,276.71,503.5683,86.92846,334.6551,179.9996,0.63,0.3702046,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,880,0,1,1,1,0,StartCuboid,143.5126,290.5119,-489.5007,84.90492,289.5819,180,0.63,0.3702019,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,881,0,1,1,1,0,StartCuboid,-171.5906,277.4011,509.5682,84.90492,289.5823,180.0005,0.63,0.3702019,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,882,0,1,1,1,0,StartCuboid,84.07084,358.305,276.1871,85.21464,259.4558,180,0.63,0.3701906,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,883,0,1,1,1,0,StartCuboid,148.486,290.0121,-492.9346,85.96318,319.6528,179.9993,0.63,0.3701569,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,884,0,1,1,1,0,StartCuboid,236.0097,345.0121,284.1803,84.8848,274.5259,180,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,885,0,1,1,1,0,StartCuboid,195.9146,285.5341,-509.2095,84.8848,274.5259,3.830354E-05,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,886,0,1,1,1,0,StartCuboid,271.7543,278.899,-505.2197,85.21472,259.4547,-0.0003070334,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,887,0,1,1,1,0,StartCuboid,281.2779,278.2425,-494.621,89.40587,4.576434,179.9973,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,888,0,1,1,1,0,StartCuboid,246.5543,343.9128,274.6359,88.10143,349.6159,180.0019,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,889,0,1,1,1,0,StartCuboid,-256.1166,332.381,-115.8727,88.10143,349.6159,180.0019,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,890,0,1,1,1,0,StartCuboid,-283.894,340.9534,233.6707,85.21472,259.4547,-0.0003070334,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,891,0,1,1,1,0,StartCuboid,-266.6611,333.4802,-106.3298,84.8848,274.5259,180,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,892,0,1,1,1,0,StartCuboid,-274.3704,340.2969,244.2693,89.40587,4.576434,179.9973,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,893,0,1,1,1,0,StartCuboid,-209.6919,260.9459,-461.4921,88.10143,349.6159,0.001894006,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,894,0,1,1,1,0,StartCuboid,-187.1373,278.5984,499.4442,89.40488,4.576436,-0.002713203,0.63,0.3701568,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,895,0,1,1,1,0,StartCuboid,-168.8781,277.137,508.1801,85.27254,304.6177,180.0001,0.63,0.370156,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,896,0,1,1,1,0,StartCuboid,146.2251,290.2478,-490.8888,85.27254,304.6177,180.0001,0.63,0.370156,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,897,0,1,1,1,0,StartCuboid,274.6532,278.6593,-504.2751,85.86938,244.4542,0.001066749,0.63,0.3701523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,898,0,1,1,1,0,StartCuboid,192.9356,285.8087,-508.5741,84.90453,289.5566,0.0001922596,0.63,0.3701523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,899,0,1,1,1,0,StartCuboid,-257.0533,332.5146,-112.9644,86.93006,334.6743,179.9993,0.63,0.3701523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,900,0,1,1,1,0,StartCuboid,-280.9951,340.7137,234.6153,85.86933,244.4532,0.0001185287,0.63,0.3701523,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,901,0,1,1,1,0,StartCuboid,185.3694,286.6335,-499.6666,88.10226,349.623,0.001095552,0.63,0.3701501,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,902,0,1,1,1,0,StartCuboid,74.54668,358.9615,265.587,89.40423,4.569761,-0.001601303,0.63,0.3701501,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,903,0,1,1,1,0,StartCuboid,-164.0246,276.5763,500.6601,88.10226,349.6229,180.0011,0.63,0.3701501,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,904,0,1,1,1,0,StartCuboid,78.61411,358.7417,273.5763,86.8069,229.4397,179.9999,0.63,0.3701424,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,905,0,1,1,1,0,StartCuboid,-260.9697,332.9416,-108.3541,85.27262,304.6223,179.9999,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,906,0,1,1,1,0,StartCuboid,279.2524,278.3216,-500.3369,87.96212,214.4537,-9.602362E-05,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,907,0,1,1,1,0,StartCuboid,-183.0702,278.3786,507.4335,86.80714,229.4366,180.0001,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,908,0,1,1,1,0,StartCuboid,-276.3959,340.376,238.5535,87.96212,214.4537,-9.602362E-05,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,909,0,1,1,1,0,StartCuboid,-207.0993,260.6209,-466.965,85.96362,319.662,-9.703374E-05,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,910,0,1,1,1,0,StartCuboid,241.7011,344.4734,282.156,85.27262,304.6223,179.9999,0.63,0.3701153,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,911,0,1,1,1,0,StartCuboid,-232.1214,262.4412,-489.3594,85.96396,319.6684,179.9997,0.63,0.177502,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,912,0,1,1,1,0,StartCuboid,56.34224,361.1497,298.6577,86.80733,229.4365,180.0002,0.63,0.1774748,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,913,0,1,1,1,0,StartCuboid,-205.3414,280.7865,532.515,86.80775,229.4259,179.9997,0.63,0.1774341,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,914,0,1,1,1,0,StartCuboid,257.8768,274.1613,-52.73661,53.50444,173.2826,180,0.63,0.04338878,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,915,0,1,1,1,0,StartCuboid,252.666,276.4211,50.07162,53.50449,173.2826,180,0.63,0.04338878,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,916,0,1,1,1,0,StartCuboid,283.4996,289.0054,132.8408,67.56295,359.0562,180,0.63,0.0136674,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,917,0,1,1,1,0,StartCuboid,-285.405,341.0821,233.3895,88.79358,357.1004,-0.0009575507,0.63,1.7064E-05,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,918,0,1,1,1,0,Kill Region Cuboid,48,290,-450,0,356.96,0,10.8,18,1.2,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,919,0,1,1,1,0,Kill Region Cuboid,48,290,-501,0,356.96,0,10.8,18,1.2,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
