/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Cylinder,290,0,1,1,1,0,KillCylinder,0,340,-1700,0,0,270,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,291,0,1,1,1,0,KillCylinder,51.96152,430,-1700,0,0,29.99999,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,292,0,1,1,1,0,KillCylinder,-60.62178,435,-1700,0,0,330,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,293,0,1,1,1,0,KillCylinder,0,470,-1700,0,0,270,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,294,0,1,1,1,0,KillCylinder,-60.62178,365,-1700,0,0,29.99999,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,295,0,1,1,1,0,KillCylinder,60.62178,365,-1700,0,0,330,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,296,0,1,1,1,0,KillCylinder,0,330,-1700,0,0,270,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,297,0,1,1,1,0,KillCylinder,60.62178,435,-1700,0,0,29.99999,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,298,0,1,1,1,0,KillCylinder,-60.62178,435,-1650,0,0,330,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,299,0,1,1,1,0,KillCylinder,0,470,-1650,0,0,270,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,300,0,1,1,1,0,KillCylinder,-60.62178,365,-1650,0,0,29.99999,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,301,0,1,1,1,0,KillCylinder,60.62178,365,-1650,0,0,330,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,302,0,1,1,1,0,KillCylinder,0,330,-1650,0,0,270,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,303,0,1,1,1,0,KillCylinder,60.62178,435,-1650,0,0,29.99999,0.04,4.031711,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,304,0,1,1,1,0,KillCylinder,-69.28203,440,-1650,0,0,330,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,305,0,1,1,1,0,KillCylinder,0,480,-1650,0,0,270,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,306,0,1,1,1,0,KillCylinder,-69.28203,360,-1650,0,0,29.99999,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,307,0,1,1,1,0,KillCylinder,69.28203,360,-1650,0,0,330,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,308,0,1,1,1,0,KillCylinder,0,320,-1650,0,0,270,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,309,0,1,1,1,0,KillCylinder,69.28203,440,-1650,0,0,29.99999,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,310,0,1,1,1,0,KillCylinder,-69.28203,440,-1600,0,0,330,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,311,0,1,1,1,0,KillCylinder,0,480,-1600,0,0,270,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,312,0,1,1,1,0,KillCylinder,-69.28203,360,-1600,0,0,29.99999,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,313,0,1,1,1,0,KillCylinder,69.28203,360,-1600,0,0,330,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,314,0,1,1,1,0,KillCylinder,0,320,-1600,0,0,270,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,315,0,1,1,1,0,KillCylinder,69.28203,440,-1600,0,0,29.99999,0.04,4.607669,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cuboid,316,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,299.9958,1.151917,2,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,317,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,0,1.151917,2,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,318,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,60.00424,1.151917,2,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,319,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,299.9958,2.303835,4,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,320,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,0,2.303835,4,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,321,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,60.00424,2.303835,4,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,322,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,299.9958,3.455752,6,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,323,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,0,3.455752,6,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,324,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,60.00424,3.455752,6,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,325,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,299.9958,4.607669,8,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,326,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,0,4.607669,8,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,327,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,60.00424,4.607669,8,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,328,0,1,1,1,0,Kill Region Cuboid,0,400,-1575,0,0,299.9958,5.759586,10,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,329,0,1,1,1,0,Kill Region Cuboid,0,400,-1575,0,0,0,5.759586,10,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,330,0,1,1,1,0,Kill Region Cuboid,0,400,-1575,0,0,60.00424,5.759586,10,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,331,0,1,1,1,0,KillCuboid,0,400,-1775,0,0,299.9958,1.161917,2.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,332,0,1,1,1,0,KillCuboid,0,400,-1775,0,0,0,1.161917,2.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,333,0,1,1,1,0,KillCuboid,0,400,-1775,0,0,60.00424,1.161917,2.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,334,0,1,1,1,0,KillCuboid,0,400,-1725,0,0,299.9958,2.313835,4.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,335,0,1,1,1,0,KillCuboid,0,400,-1725,0,0,0,2.313835,4.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,336,0,1,1,1,0,KillCuboid,0,400,-1725,0,0,60.00424,2.313835,4.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,337,0,1,1,1,0,KillCuboid,0,400,-1675,0,0,299.9958,3.465752,6.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,338,0,1,1,1,0,KillCuboid,0,400,-1675,0,0,0,3.465752,6.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,339,0,1,1,1,0,KillCuboid,0,400,-1675,0,0,60.00424,3.465752,6.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,340,0,1,1,1,0,KillCuboid,0,400,-1625,0,0,299.9958,4.617669,8.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,341,0,1,1,1,0,KillCuboid,0,400,-1625,0,0,0,4.617669,8.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,342,0,1,1,1,0,KillCuboid,0,400,-1625,0,0,60.00424,4.617669,8.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,343,0,1,1,1,0,KillCuboid,0,400,-1575,0,0,299.9958,5.769587,10.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,344,0,1,1,1,0,KillCuboid,0,400,-1575,0,0,0,5.769587,10.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,345,0,1,1,1,0,KillCuboid,0,400,-1575,0,0,60.00424,5.769587,10.01,5.01,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,346,0,1,1,1,0,Cuboid,0,400,-1900,0,0,44.9987,1,1,1,Physical,Entities,Default,Reflective|255/255/255/255|Misc/Ice1|1/1|0/0|255/255/255/255,;
Scene,Geometry/Cuboid,347,0,1,1,1,0,Kill Region Cuboid,-60.62178,435,-1900,0,0,330,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,348,0,1,1,1,0,Kill Region Cuboid,0,470,-1900,0,0,270,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,349,0,1,1,1,0,Kill Region Cuboid,-60.62178,365,-1900,0,0,29.99999,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,350,0,1,1,1,0,Kill Region Cuboid,60.62178,365,-1900,0,0,330,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,351,0,1,1,1,0,Kill Region Cuboid,0,330,-1900,0,0,270,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,352,0,1,1,1,0,Kill Region Cuboid,60.62178,435,-1900,0,0,29.99999,6,11.51917,20,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,353,0,1,1,1,0,Kill Region Cuboid,-64.9519,437.5,-1775,0,0,330,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,354,0,1,1,1,0,Kill Region Cuboid,0,475,-1775,0,0,270,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,355,0,1,1,1,0,Kill Region Cuboid,-64.9519,362.5,-1775,0,0,29.99999,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,356,0,1,1,1,0,Kill Region Cuboid,64.9519,362.5,-1775,0,0,330,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,357,0,1,1,1,0,Kill Region Cuboid,0,325,-1775,0,0,270,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,358,0,1,1,1,0,Kill Region Cuboid,64.9519,437.5,-1775,0,0,29.99999,5,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,359,0,1,1,1,0,Kill Region Cuboid,-69.28203,440,-1725,0,0,330,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,360,0,1,1,1,0,Kill Region Cuboid,0,480,-1725,0,0,270,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,361,0,1,1,1,0,Kill Region Cuboid,-69.28203,360,-1725,0,0,29.99999,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,362,0,1,1,1,0,Kill Region Cuboid,69.28203,360,-1725,0,0,330,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,363,0,1,1,1,0,Kill Region Cuboid,0,320,-1725,0,0,270,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,364,0,1,1,1,0,Kill Region Cuboid,69.28203,440,-1725,0,0,29.99999,4,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,365,0,1,1,1,0,Kill Region Cuboid,-73.61216,442.5,-1675,0,0,330,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,366,0,1,1,1,0,Kill Region Cuboid,0,485,-1675,0,0,270,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,367,0,1,1,1,0,Kill Region Cuboid,-73.61216,357.5,-1675,0,0,29.99999,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,368,0,1,1,1,0,Kill Region Cuboid,73.61216,357.5,-1675,0,0,330,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,369,0,1,1,1,0,Kill Region Cuboid,0,315,-1675,0,0,270,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,370,0,1,1,1,0,Kill Region Cuboid,73.61216,442.5,-1675,0,0,29.99999,3,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,371,0,1,1,1,0,Kill Region Cuboid,-77.94228,445,-1625,0,0,330,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,372,0,1,1,1,0,Kill Region Cuboid,0,490,-1625,0,0,270,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,373,0,1,1,1,0,Kill Region Cuboid,-77.94228,355,-1625,0,0,29.99999,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,374,0,1,1,1,0,Kill Region Cuboid,77.94228,355,-1625,0,0,330,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,375,0,1,1,1,0,Kill Region Cuboid,0,310,-1625,0,0,270,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,376,0,1,1,1,0,Kill Region Cuboid,77.94228,445,-1625,0,0,29.99999,2,11.51917,5,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,377,0,1,1,1,0,KillCuboid,-60.62178,435,-1900,0,0,330,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,378,0,1,1,1,0,KillCuboid,0,470,-1900,0,0,270,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,379,0,1,1,1,0,KillCuboid,-60.62178,365,-1900,0,0,29.99999,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,380,0,1,1,1,0,KillCuboid,60.62178,365,-1900,0,0,330,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,381,0,1,1,1,0,KillCuboid,0,330,-1900,0,0,270,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,382,0,1,1,1,0,KillCuboid,60.62178,435,-1900,0,0,29.99999,6.005,11.52417,20.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,383,0,1,1,1,0,KillCuboid,-64.9519,437.5,-1775,0,0,330,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,384,0,1,1,1,0,KillCuboid,0,475,-1775,0,0,270,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,385,0,1,1,1,0,KillCuboid,-64.9519,362.5,-1775,0,0,29.99999,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,386,0,1,1,1,0,KillCuboid,64.9519,362.5,-1775,0,0,330,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,387,0,1,1,1,0,KillCuboid,0,325,-1775,0,0,270,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,388,0,1,1,1,0,KillCuboid,64.9519,437.5,-1775,0,0,29.99999,5.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,389,0,1,1,1,0,KillCuboid,-69.28203,440,-1725,0,0,330,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,390,0,1,1,1,0,KillCuboid,0,480,-1725,0,0,270,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,391,0,1,1,1,0,KillCuboid,-69.28203,360,-1725,0,0,29.99999,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,392,0,1,1,1,0,KillCuboid,69.28203,360,-1725,0,0,330,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,393,0,1,1,1,0,KillCuboid,0,320,-1725,0,0,270,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,394,0,1,1,1,0,KillCuboid,69.28203,440,-1725,0,0,29.99999,4.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,395,0,1,1,1,0,KillCuboid,-73.61216,442.5,-1675,0,0,330,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,396,0,1,1,1,0,KillCuboid,0,485,-1675,0,0,270,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,397,0,1,1,1,0,KillCuboid,-73.61216,357.5,-1675,0,0,29.99999,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,398,0,1,1,1,0,KillCuboid,73.61216,357.5,-1675,0,0,330,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,399,0,1,1,1,0,KillCuboid,0,315,-1675,0,0,270,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,400,0,1,1,1,0,KillCuboid,73.61216,442.5,-1675,0,0,29.99999,3.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,401,0,1,1,1,0,KillCuboid,-77.94228,445,-1625,0,0,330,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,402,0,1,1,1,0,KillCuboid,0,490,-1625,0,0,270,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,403,0,1,1,1,0,KillCuboid,-77.94228,355,-1625,0,0,29.99999,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,404,0,1,1,1,0,KillCuboid,77.94228,355,-1625,0,0,330,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,405,0,1,1,1,0,KillCuboid,0,310,-1625,0,0,270,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,406,0,1,1,1,0,KillCuboid,77.94228,445,-1625,0,0,29.99999,2.005,11.52417,5.005,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,407,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,90,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,408,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,0,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,409,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,90,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,410,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,0,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,411,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,29.99477,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,412,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,60.00424,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,413,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,29.99477,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,414,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,60.00424,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,415,0,1,1,1,0,Kill Region Cuboid,0,400,-1775,0,0,330.0052,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,416,0,1,1,1,0,Kill Region Cuboid,0,400,-1725,0,0,299.9958,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,417,0,1,1,1,0,Kill Region Cuboid,0,400,-1675,0,0,330.0052,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,418,0,1,1,1,0,Kill Region Cuboid,0,400,-1625,0,0,299.9958,1,24,0.4,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cuboid,419,0,1,1,1,0,KillCuboid,0,400,-1775,0,0,90,1.01,24.01,0.41,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,420,0,1,1,1,0,KillCuboid,0,400,-1725,0,0,0,1.01,24.01,0.41,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,421,0,1,1,1,0,KillCuboid,0,400,-1675,0,0,90,1.01,24.01,0.41,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,422,0,1,1,1,0,KillCuboid,0,400,-1625,0,0,0,1.01,24.01,0.41,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,423,0,1,1,1,0,KillCuboid,0,400,-1775,0,0,29.99477,1.01,24.01,0.41,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
